"X","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Min","Q1","Median","Mean","Q3","Max","StDev","Year.count"
"24-Dec",NA,NA,0.2042708,0.245,0.1557292,0.2704396,0.2855789,0.6062105,-0.000833333333333333,0.1557292,0.2144531,0.2577198,0.294538166666667,0.281794075,0.6062105,0.159794123426823,6
"25-Dec",NA,NA,0.26875,0.2409375,0.1528125,0.1707292,0.2227083,0.6267708,-0.0188297872340426,0.1528125,0.183723975,0.2318229,0.280451383333333,0.261796875,0.6267708,0.175100150448358,6
"26-Dec",NA,NA,0.2651087,0.233125,0.1510417,0.1823158,0.1114583,0.6230526,-0.0272340425531915,0.1114583,0.158860225,0.2077204,0.261017016666667,0.257112775,0.6230526,0.185752917380841,6
"27-Dec",NA,NA,0.2572917,0.2605208,0.1477083,0.2106452,0.1103191,0.6384946,-0.0442708333333333,0.1103191,0.163442525,0.23396845,0.27082995,0.259713525,0.6384946,0.189742844632105,6
"28-Dec",NA,NA,0.3365625,0.2289583,0.1467708,0.2195699,0.06010526,0.7081319,-0.0441666666666667,0.06010526,0.164970575,0.2242641,0.283349776666667,0.30966145,0.7081319,0.227503706659372,6
"29-Dec",NA,NA,0.4711579,0.2,0.1429167,0.2909783,0.04819149,0.6408421,-0.0628723404255319,0.04819149,0.157187525,0.24548915,0.299014415,0.426113,0.6408421,0.220738132417698,6
"30-Dec",NA,NA,0.4881319,0.1790625,0.1398958,0.4777083,0.1038947,0.6039583,-0.0620833333333333,0.1038947,0.149687475,0.3283854,0.332108583333333,0.485526,0.6039583,0.215357960398648,6
"31-Dec",NA,NA,0.4191667,0.1855208,0.1346875,0.92,0.0896875,0.5785263,-0.05375,0.0896875,0.147395825,0.30234375,0.387931466666667,0.5386864,0.92,0.320765023886587,6
"01-Jan",NA,NA,0.4144792,0.1815625,0.1309375,1.852842,0.0459375,0.5778723,-0.0713684210526316,0.0459375,0.14359375,0.29802085,0.5339385,0.537024025,1.852842,0.675341509582993,6
"02-Jan",NA,NA,0.34375,0.1864583,0.129375,0.7930435,0.03260417,0.5783333,-0.018,0.03260417,0.143645825,0.26510415,0.343927378333333,0.519687475,0.7930435,0.291342695821598,6
